income,employment_status,family_size,education_level,health_condition,housing_type,disaster_risk
226251,employed,2,postgraduate,0,permanent,low
123739,employed,5,graduate,0,permanent,low
73093,employed,4,graduate,0,homeless,medium
29708,informal,5,secondary,0,temporary,medium
14070,unemployed,7,primary,1,rented,high
24968,informal,5,secondary,0,homeless,medium
13922,unemployed,7,primary,0,rented,low
376651,employed,4,postgraduate,0,permanent,high
365927,self_employed,2,postgraduate,0,permanent,low
58790,employed,4,secondary,1,temporary,medium
58120,informal,6,primary,1,rented,high
215539,informal,4,graduate,0,temporary,low
20106,employed,7,secondary,1,temporary,high
53187,informal,6,primary,1,homeless,medium
69162,employed,6,graduate,0,temporary,low
18972,unemployed,9,primary,1,permanent,medium
214758,employed,4,secondary,1,permanent,low
30519,unemployed,4,primary,1,temporary,low
120659,employed,5,graduate,0,permanent,low
87407,informal,3,graduate,0,temporary,low
30917,unemployed,9,secondary,1,temporary,high
259952,employed,2,postgraduate,0,permanent,high
17619,self_employed,5,primary,1,rented,high
34824,unemployed,10,secondary,0,temporary,high
308042,employed,5,graduate,0,permanent,low
248803,employed,5,postgraduate,1,permanent,low
96256,informal,3,graduate,1,rented,medium
145304,retired,3,graduate,0,permanent,medium
267683,unemployed,3,secondary,0,permanent,low
77995,self_employed,6,secondary,1,temporary,medium
20893,informal,10,primary,1,temporary,high
44356,informal,7,none,1,temporary,high
89828,employed,3,none,0,homeless,medium
450637,self_employed,5,postgraduate,0,permanent,low
411911,employed,3,graduate,0,permanent,high
66097,employed,6,primary,0,permanent,low
126520,employed,7,primary,1,permanent,medium
59165,unemployed,6,primary,1,rented,medium
15549,informal,4,primary,1,temporary,high
175931,employed,5,secondary,0,permanent,low
104492,unemployed,7,graduate,1,rented,high
53950,self_employed,4,primary,1,homeless,high
46174,self_employed,7,secondary,0,rented,medium
49177,informal,9,primary,1,homeless,high
95932,informal,4,primary,0,rented,medium
44113,informal,10,none,1,temporary,low
137454,self_employed,4,secondary,0,rented,low
49463,unemployed,7,none,1,temporary,medium
340302,self_employed,4,secondary,0,rented,low
369794,employed,5,postgraduate,0,rented,low
68067,retired,3,graduate,0,temporary,medium
137720,self_employed,6,secondary,0,permanent,medium
48095,unemployed,6,secondary,1,permanent,high
44279,unemployed,4,graduate,1,permanent,high
147957,employed,7,primary,1,temporary,low
84134,informal,4,secondary,1,temporary,high
499265,employed,5,graduate,0,permanent,medium
200822,self_employed,4,graduate,0,permanent,low
135419,self_employed,3,graduate,0,homeless,medium
16303,unemployed,8,primary,1,rented,high
66204,informal,7,primary,1,permanent,medium
107775,unemployed,4,graduate,0,rented,medium
41659,unemployed,9,secondary,1,homeless,medium
467519,employed,3,graduate,1,rented,medium
112311,employed,7,secondary,0,rented,medium
292730,informal,2,graduate,1,permanent,low
93816,informal,5,none,0,permanent,medium
29841,unemployed,6,none,1,homeless,high
37136,informal,8,primary,1,homeless,low
108450,unemployed,6,primary,0,rented,high
54005,unemployed,6,primary,1,rented,low
349176,employed,5,graduate,0,rented,low
52281,informal,5,primary,0,temporary,medium
42325,informal,3,primary,0,permanent,high
40603,unemployed,10,secondary,1,temporary,low
61146,employed,7,primary,0,temporary,medium
53878,informal,7,primary,1,temporary,medium
123411,informal,3,graduate,1,rented,medium
51191,unemployed,6,secondary,1,homeless,low
75726,employed,3,graduate,0,temporary,medium
145049,self_employed,6,graduate,1,temporary,medium
27668,unemployed,9,secondary,1,rented,high
107496,self_employed,3,secondary,1,rented,low
442211,employed,2,postgraduate,0,permanent,low
46809,self_employed,9,secondary,1,rented,low
110396,unemployed,3,secondary,1,permanent,high
41849,employed,6,graduate,0,permanent,medium
9247,informal,6,secondary,0,temporary,medium
125589,informal,3,secondary,0,rented,medium
59940,employed,4,primary,0,homeless,medium
56014,unemployed,6,graduate,1,homeless,high
120271,unemployed,6,primary,0,permanent,medium
54536,unemployed,4,none,1,temporary,low
230242,employed,4,graduate,0,permanent,medium
16659,informal,7,primary,0,temporary,high
116687,retired,6,postgraduate,1,rented,medium
54863,employed,7,primary,0,permanent,low
130573,self_employed,5,graduate,0,rented,medium
95520,unemployed,7,none,0,permanent,low
60356,informal,7,graduate,1,permanent,medium
329575,employed,5,secondary,0,permanent,medium
56275,self_employed,10,secondary,0,homeless,medium
121331,employed,6,secondary,1,temporary,medium
126871,unemployed,6,secondary,0,permanent,medium
43143,unemployed,5,none,0,homeless,medium
122531,unemployed,6,postgraduate,1,rented,medium
375706,self_employed,4,graduate,0,permanent,medium
32671,retired,4,secondary,1,rented,medium
29652,unemployed,6,secondary,1,homeless,medium
143214,employed,4,graduate,0,permanent,high
16832,informal,6,secondary,1,rented,high
304895,self_employed,3,graduate,1,permanent,high
50081,unemployed,6,secondary,1,temporary,high
56779,unemployed,7,graduate,0,permanent,high
214419,employed,2,graduate,0,permanent,high
262948,employed,5,postgraduate,1,temporary,low
130030,informal,7,graduate,1,homeless,high
191195,unemployed,2,graduate,0,permanent,low
51444,unemployed,8,primary,1,temporary,high
139409,informal,7,secondary,0,permanent,high
24176,informal,4,primary,1,rented,medium
19214,unemployed,4,secondary,0,homeless,high
131894,self_employed,5,postgraduate,0,permanent,medium
177472,self_employed,2,secondary,0,rented,low
32228,informal,4,none,1,homeless,low
42632,informal,6,secondary,1,temporary,high
59421,informal,4,secondary,1,temporary,high
28702,self_employed,5,primary,1,temporary,medium
104631,unemployed,3,secondary,1,permanent,high
114220,self_employed,5,postgraduate,1,rented,medium
149610,unemployed,6,graduate,0,permanent,medium
12571,informal,8,primary,1,temporary,high
22990,informal,5,none,0,homeless,high
122467,unemployed,6,graduate,0,permanent,high
59458,unemployed,8,primary,1,homeless,high
131534,employed,5,secondary,1,permanent,high
26715,informal,8,primary,0,rented,high
137648,employed,5,none,1,permanent,low
125303,employed,6,primary,0,permanent,medium
92207,self_employed,5,graduate,0,temporary,high
126856,self_employed,3,graduate,1,temporary,medium
63820,retired,5,secondary,1,temporary,medium
17455,self_employed,8,primary,1,rented,high
61768,unemployed,5,graduate,1,rented,medium
119866,self_employed,6,secondary,1,permanent,medium
30621,informal,4,secondary,1,homeless,medium
46195,unemployed,6,secondary,0,rented,medium
350820,retired,2,graduate,0,permanent,low
135778,self_employed,6,postgraduate,0,temporary,medium
9181,unemployed,10,graduate,1,homeless,medium
334996,employed,3,secondary,1,rented,low
392918,informal,5,graduate,1,permanent,low
39300,informal,4,primary,1,temporary,high
66573,self_employed,6,graduate,0,permanent,high
274984,employed,5,postgraduate,0,rented,medium
62508,employed,4,secondary,0,rented,low
58239,informal,10,primary,0,homeless,high
485148,informal,2,secondary,1,permanent,medium
53786,retired,5,none,0,temporary,low
24561,unemployed,9,primary,1,temporary,medium
12966,employed,7,none,0,rented,high
38384,unemployed,6,secondary,1,temporary,high
131769,self_employed,6,primary,1,rented,medium
32137,informal,8,primary,0,rented,high
94291,unemployed,6,secondary,1,permanent,high
35265,unemployed,10,graduate,1,rented,high
129071,self_employed,6,graduate,0,rented,medium
73153,self_employed,6,secondary,0,homeless,medium
90729,employed,5,secondary,1,temporary,high
291788,employed,3,graduate,0,permanent,low
252471,employed,3,secondary,0,permanent,low
90620,unemployed,6,secondary,0,temporary,medium
51573,unemployed,6,none,0,rented,high
128003,employed,5,primary,0,rented,medium
124047,self_employed,2,graduate,0,permanent,medium
417166,self_employed,4,graduate,0,permanent,medium
53888,unemployed,4,secondary,1,permanent,medium
54654,employed,10,none,0,temporary,high
308532,self_employed,3,postgraduate,0,permanent,low
51632,informal,8,none,1,rented,medium
143022,employed,5,graduate,0,permanent,low
93073,employed,3,graduate,0,homeless,low
108717,unemployed,4,secondary,0,rented,high
191082,employed,4,graduate,0,permanent,low
158191,retired,3,graduate,0,rented,high
141314,informal,6,postgraduate,1,rented,medium
19349,unemployed,7,secondary,1,homeless,medium
73935,unemployed,6,secondary,1,rented,medium
26236,unemployed,6,none,1,temporary,high
29742,informal,7,none,1,temporary,high
149592,informal,6,primary,1,permanent,medium
490726,self_employed,5,graduate,0,permanent,low
70630,employed,7,graduate,0,permanent,medium
95018,informal,5,secondary,0,temporary,medium
91227,unemployed,3,graduate,0,temporary,medium
81321,employed,5,secondary,0,rented,high
133761,informal,6,secondary,1,permanent,low
15615,employed,7,none,1,temporary,high
18247,unemployed,5,secondary,1,temporary,high
339973,employed,5,secondary,0,permanent,medium
131376,employed,6,primary,0,permanent,low
51419,unemployed,7,primary,1,rented,medium
175253,informal,4,secondary,1,permanent,low
46829,unemployed,5,graduate,0,rented,high
84396,self_employed,5,graduate,1,rented,low
59287,employed,4,secondary,0,homeless,low
15094,retired,9,secondary,1,rented,high
131921,self_employed,5,postgraduate,0,rented,high
84021,informal,5,graduate,0,rented,high
54275,unemployed,9,none,0,temporary,high
94082,employed,5,primary,0,permanent,medium
52543,unemployed,8,secondary,0,temporary,medium
149621,informal,3,secondary,0,permanent,medium
72457,self_employed,7,secondary,0,rented,medium
23053,informal,4,none,1,permanent,high
43719,retired,9,none,1,temporary,high
32984,informal,6,none,1,homeless,medium
57618,employed,5,postgraduate,1,temporary,medium
126150,unemployed,5,secondary,1,permanent,medium
135509,informal,7,secondary,0,rented,medium
161076,self_employed,3,postgraduate,0,permanent,medium
10911,unemployed,5,graduate,1,rented,medium
36080,self_employed,8,primary,0,temporary,medium
7408,informal,8,none,0,rented,medium
81604,informal,5,graduate,0,temporary,high
10495,informal,9,primary,1,temporary,medium
83907,employed,5,secondary,0,homeless,high
317315,employed,3,postgraduate,0,permanent,medium
139419,self_employed,3,graduate,1,temporary,high
144248,employed,3,graduate,1,rented,high
60277,self_employed,3,postgraduate,0,rented,medium
50291,employed,4,secondary,0,temporary,low
39173,informal,7,primary,1,homeless,high
424162,unemployed,4,postgraduate,0,permanent,high
54323,retired,7,none,1,rented,medium
205875,employed,2,secondary,0,permanent,medium
70012,employed,7,primary,1,permanent,low
41937,informal,9,none,1,rented,high
196580,self_employed,4,postgraduate,0,temporary,high
108653,informal,5,postgraduate,0,rented,high
133138,self_employed,7,primary,0,temporary,low
193326,informal,3,graduate,0,rented,low
65527,employed,5,graduate,0,rented,high
46602,self_employed,9,primary,1,homeless,medium
368740,self_employed,2,secondary,0,permanent,low
52221,employed,5,secondary,1,temporary,medium
80459,self_employed,7,primary,0,permanent,medium
148739,informal,3,graduate,0,rented,low
25504,informal,10,none,1,temporary,high
31595,self_employed,5,graduate,1,temporary,high
72515,unemployed,6,graduate,0,temporary,low
36722,retired,7,secondary,1,rented,high
483678,unemployed,4,secondary,0,homeless,low
104024,employed,3,postgraduate,0,permanent,medium
39549,unemployed,4,primary,1,temporary,high
23559,self_employed,4,secondary,1,rented,high
84923,self_employed,3,secondary,0,rented,low
80377,self_employed,5,secondary,0,permanent,high
41602,retired,5,secondary,1,rented,high
66871,employed,7,graduate,1,temporary,low
9182,self_employed,5,primary,0,temporary,high
326219,retired,4,graduate,0,homeless,medium
52464,employed,7,primary,0,temporary,medium
99780,unemployed,6,graduate,1,temporary,medium
43094,self_employed,5,none,0,homeless,high
55495,employed,4,secondary,0,temporary,medium
15273,self_employed,4,primary,0,rented,medium
183356,self_employed,3,graduate,0,permanent,low
425103,employed,2,graduate,0,permanent,low
140909,informal,6,secondary,0,temporary,high
101912,self_employed,6,graduate,0,temporary,low
119620,employed,4,primary,0,permanent,medium
65997,unemployed,3,graduate,1,permanent,high
10166,unemployed,10,primary,0,rented,high
33386,unemployed,5,primary,1,homeless,high
196091,retired,2,graduate,0,permanent,medium
61444,informal,6,secondary,0,temporary,medium
17611,informal,10,primary,1,temporary,medium
47498,self_employed,3,postgraduate,1,rented,high
116601,self_employed,6,secondary,0,temporary,high
463885,employed,4,postgraduate,1,homeless,low
57130,unemployed,4,primary,1,temporary,high
184818,employed,5,graduate,1,permanent,low
25196,self_employed,9,secondary,1,homeless,high
67367,employed,6,graduate,1,rented,high
179299,self_employed,3,postgraduate,0,permanent,medium
139451,employed,6,secondary,0,rented,high
77559,informal,6,primary,0,permanent,medium
86531,employed,7,secondary,0,temporary,low
114211,self_employed,3,secondary,0,permanent,low
45423,informal,10,none,1,temporary,medium
155006,employed,2,graduate,0,permanent,medium
50745,self_employed,3,postgraduate,1,temporary,low
439755,self_employed,5,secondary,1,rented,low
49490,unemployed,4,primary,1,rented,medium
11174,unemployed,6,none,0,rented,high
34135,unemployed,10,none,1,rented,medium
41253,employed,7,secondary,0,temporary,low
46956,unemployed,6,secondary,0,homeless,high
426179,employed,5,secondary,1,permanent,medium
67633,employed,6,graduate,0,rented,medium
113805,self_employed,4,primary,0,rented,medium
67835,employed,6,graduate,0,rented,medium
36516,self_employed,5,secondary,0,temporary,low
45177,informal,7,primary,1,homeless,high
5738,unemployed,10,primary,1,temporary,high
372045,employed,3,secondary,0,permanent,medium
48298,employed,5,secondary,0,rented,medium
28018,unemployed,7,none,1,permanent,high
17351,self_employed,9,none,1,homeless,low
391218,self_employed,3,graduate,1,permanent,low
72880,informal,5,graduate,0,temporary,medium
62853,employed,7,secondary,1,rented,low
215428,employed,5,secondary,0,permanent,medium
9799,unemployed,10,secondary,1,homeless,high
114213,employed,7,secondary,0,rented,high
108924,self_employed,7,postgraduate,1,rented,high
44217,unemployed,6,graduate,1,temporary,medium
286084,retired,4,postgraduate,0,homeless,low
284184,employed,4,secondary,0,rented,high
144235,employed,4,none,0,permanent,medium
107942,employed,4,none,0,rented,high
105654,self_employed,6,secondary,0,rented,high
375130,self_employed,5,graduate,0,homeless,medium
49886,informal,8,primary,1,rented,medium
33755,informal,6,primary,1,temporary,high
100912,retired,3,secondary,0,temporary,medium
124102,informal,3,graduate,0,rented,low
42023,employed,5,none,1,temporary,medium
136985,employed,6,secondary,1,temporary,low
130441,self_employed,4,secondary,1,permanent,high
81932,retired,7,graduate,0,rented,high
103252,unemployed,7,primary,1,temporary,low
318181,self_employed,3,graduate,0,rented,low
37686,unemployed,4,primary,1,homeless,medium
47741,informal,7,graduate,0,rented,medium
8434,informal,6,primary,1,temporary,high
62156,informal,5,postgraduate,1,rented,low
49695,unemployed,9,primary,0,rented,low
37550,informal,10,primary,1,homeless,high
